ID_ INCIDENCIA,ID_COMPONENTE,RODAMIENTO_TERMOGRAFIA,FOTO_1,URL_F1_POL,URL_APP_F1,NUMERO_POLIN,LADO_POLIN,NIVEL_DAÑO,DESCRIPCION_INCIDENCIA,TEMP_F1,ESTADO_TEMP,FOTO2_INC_CHUTE,NIVEL_DAÑO_CHUTE,POSICION_POLIN_CARGA,NUMERO_CHUTE,DESCRIPCION_INC_CHUTE,DESCRIPCION_INC_CONTRAPESO,DESCRIPCION_INC_RASPADORES,DESCRIPCION_INC_CORREA,DESCRIPCION_INC_POL_PRIN,FOTO6_INC_POL_PRIN,FOTO3_INC_CONTRA,FOTO4_INC_CINTA,FOTO5_INC_RASPADOR,FOTO45_INC_POLIN,FECHA_INSPECCION,TAG_EQUIPO,DESCRIPCION_COIMPONENTE,CONCATE_DESCRIP_TAG,RUTA_INSP,ESTADO_V2,ESTADO_INCIDENCIA
4a409863,COMP00610,,5_3 INCIDENCIA_POLINES_Images/4a409863.FOTO_1.163633.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/4a409863.FOTO_1.163633.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/4a409863.FOTO_1.163633.jpg,,LADO LIBRE,,,16.7,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2120,POLÍN MOTRIZ,531-26-2120 POLÍN MOTRIZ,R005,,
a2bd0c75,COMP00610,,5_3 INCIDENCIA_POLINES_Images/a2bd0c75.FOTO_1.163637.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/a2bd0c75.FOTO_1.163637.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/a2bd0c75.FOTO_1.163637.jpg,,LADO ACCIONAMIENTO,BAJO,,24.2,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2120,POLÍN MOTRIZ,531-26-2120 POLÍN MOTRIZ,R005,,
b15eadde,COMP00611,,5_3 INCIDENCIA_POLINES_Images/b15eadde.FOTO_1.163641.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/b15eadde.FOTO_1.163641.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/b15eadde.FOTO_1.163641.jpg,,LADO ACCIONAMIENTO,,,35.6,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2120,REDUCTOR,531-26-2120 REDUCTOR,R005,,
edbffda6,COMP00612,,5_3 INCIDENCIA_POLINES_Images/edbffda6.FOTO_1.163701.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/edbffda6.FOTO_1.163701.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/edbffda6.FOTO_1.163701.jpg,,LADO ACCIONAMIENTO,,,14.6,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2120,POLÍN COLA,531-26-2120 POLÍN COLA,R005,,
d98d27a9,COMP00612,,5_3 INCIDENCIA_POLINES_Images/d98d27a9.FOTO_1.163705.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/d98d27a9.FOTO_1.163705.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/d98d27a9.FOTO_1.163705.jpg,,LADO LIBRE,,,14.2,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2120,POLÍN COLA,531-26-2120 POLÍN COLA,R005,,
98877824,COMP00631,,5_3 INCIDENCIA_POLINES_Images/98877824.FOTO_1.165503.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/98877824.FOTO_1.165503.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/98877824.FOTO_1.165503.jpg,,LADO ACCIONAMIENTO,,,14.6,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2121,POLÍN COLA,531-26-2121 POLÍN COLA,R005,,
5e96bb87,COMP00631,,5_3 INCIDENCIA_POLINES_Images/5e96bb87.FOTO_1.165508.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/5e96bb87.FOTO_1.165508.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/5e96bb87.FOTO_1.165508.jpg,,LADO LIBRE,,,14.3,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2121,POLÍN COLA,531-26-2121 POLÍN COLA,R005,,
00f27df1,COMP00630,,5_3 INCIDENCIA_POLINES_Images/00f27df1.FOTO_1.165752.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/00f27df1.FOTO_1.165752.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/00f27df1.FOTO_1.165752.jpg,,LADO ACCIONAMIENTO,,,38.6,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2121,REDUCTOR,531-26-2121 REDUCTOR,R005,,
11f4733f,COMP00629,,5_3 INCIDENCIA_POLINES_Images/11f4733f.FOTO_1.165756.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/11f4733f.FOTO_1.165756.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/11f4733f.FOTO_1.165756.jpg,,LADO ACCIONAMIENTO,,,27.2,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2121,POLÍN MOTRIZ,531-26-2121 POLÍN MOTRIZ,R005,,
2d453fb9,COMP00629,,5_3 INCIDENCIA_POLINES_Images/2d453fb9.FOTO_1.165800.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/2d453fb9.FOTO_1.165800.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/2d453fb9.FOTO_1.165800.jpg,,LADO LIBRE,,,17.8,NORMAL,,,,,,,,,,,,,,,9/05/2025,531-26-2121,POLÍN MOTRIZ,531-26-2121 POLÍN MOTRIZ,R005,,
35aa49bb,COMP00441,,5_3 INCIDENCIA_POLINES_Images/35aa49bb.FOTO_1.144642.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/35aa49bb.FOTO_1.144642.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/35aa49bb.FOTO_1.144642.jpg,,LADO LIBRE,,,20.8,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-1100,POLÍN COLA,531-26-1100 POLÍN COLA,R004,,
0b724c0d,COMP00840,,5_3 INCIDENCIA_POLINES_Images/0b724c0d.FOTO_1.155718.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/0b724c0d.FOTO_1.155718.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/0b724c0d.FOTO_1.155718.jpg,,LADO ACCIONAMIENTO,,,11.7,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-1164,POLÍN COLA,531-26-1164 POLÍN COLA,R007,,
d9391956,COMP00840,,5_3 INCIDENCIA_POLINES_Images/d9391956.FOTO_1.183126.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/d9391956.FOTO_1.183126.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/d9391956.FOTO_1.183126.jpg,,LADO ACCIONAMIENTO,,,11.7,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-1164,POLÍN COLA,531-26-1164 POLÍN COLA,R007,,
37df5185,COMP00838,,5_3 INCIDENCIA_POLINES_Images/37df5185.FOTO_1.183131.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/37df5185.FOTO_1.183131.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/37df5185.FOTO_1.183131.jpg,,LADO ACCIONAMIENTO,,,17.5,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-1164,POLÍN MOTRIZ,531-26-1164 POLÍN MOTRIZ,R007,,
8073145c,COMP00839,,5_3 INCIDENCIA_POLINES_Images/8073145c.FOTO_1.183135.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/8073145c.FOTO_1.183135.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/8073145c.FOTO_1.183135.jpg,,LADO ACCIONAMIENTO,,,29.4,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-1164,REDUCTOR,531-26-1164 REDUCTOR,R007,,
917aafe8,COMP00802,,5_3 INCIDENCIA_POLINES_Images/917aafe8.FOTO_1.183916.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/917aafe8.FOTO_1.183916.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/917aafe8.FOTO_1.183916.jpg,,LADO LIBRE,,,21.6,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-1162,POLÍN COLA,531-26-1162 POLÍN COLA,R007,,
f58171b6,COMP00802,,5_3 INCIDENCIA_POLINES_Images/f58171b6.FOTO_1.183920.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/f58171b6.FOTO_1.183920.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/f58171b6.FOTO_1.183920.jpg,,LADO ACCIONAMIENTO,,,19.6,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-1162,POLÍN COLA,531-26-1162 POLÍN COLA,R007,,
5b58c5fa,COMP00800,,5_3 INCIDENCIA_POLINES_Images/5b58c5fa.FOTO_1.183925.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/5b58c5fa.FOTO_1.183925.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/5b58c5fa.FOTO_1.183925.jpg,,LADO LIBRE,,,16.0,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-1162,POLÍN MOTRIZ,531-26-1162 POLÍN MOTRIZ,R007,,
75f16610,COMP00800,,5_3 INCIDENCIA_POLINES_Images/75f16610.FOTO_1.183929.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/75f16610.FOTO_1.183929.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/75f16610.FOTO_1.183929.jpg,,LADO ACCIONAMIENTO,,,19.7,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-1162,POLÍN MOTRIZ,531-26-1162 POLÍN MOTRIZ,R007,,
cfe23f7a,COMP00479,,5_3 INCIDENCIA_POLINES_Images/cfe23f7a.FOTO_1.193338.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/cfe23f7a.FOTO_1.193338.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/cfe23f7a.FOTO_1.193338.jpg,,LADO ACCIONAMIENTO,,,32.7,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-2100,POLÍN COLA,531-26-2100 POLÍN COLA,R004,,
1d24b333,COMP00479,,5_3 INCIDENCIA_POLINES_Images/1d24b333.FOTO_1.193347.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/1d24b333.FOTO_1.193347.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/1d24b333.FOTO_1.193347.jpg,,LADO LIBRE,,,29.3,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-2100,POLÍN COLA,531-26-2100 POLÍN COLA,R004,,
a2fe7a50,COMP00480,,5_3 INCIDENCIA_POLINES_Images/a2fe7a50.FOTO_1.193447.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/a2fe7a50.FOTO_1.193447.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/a2fe7a50.FOTO_1.193447.jpg,,LADO LIBRE,,,22.7,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-2100,POLÍN ENVOLVENTE,531-26-2100 POLÍN ENVOLVENTE,R004,,
d5b64aea,COMP00477,,5_3 INCIDENCIA_POLINES_Images/d5b64aea.FOTO_1.193615.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/d5b64aea.FOTO_1.193615.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/d5b64aea.FOTO_1.193615.jpg,,LADO LIBRE,,,22.1,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-2100,POLÍN MOTRIZ,531-26-2100 POLÍN MOTRIZ,R004,,
5e8d175a,COMP00478,,5_3 INCIDENCIA_POLINES_Images/5e8d175a.FOTO_1.193627.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/5e8d175a.FOTO_1.193627.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/5e8d175a.FOTO_1.193627.jpg,,LADO ACCIONAMIENTO,,,71.1,ENFRIAR,,,,,,,,,,,,,,,14/05/2025,531-26-2100,REDUCTOR,531-26-2100 REDUCTOR,R004,,
a76017b7,COMP00477,,5_3 INCIDENCIA_POLINES_Images/a76017b7.FOTO_1.193635.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/a76017b7.FOTO_1.193635.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/a76017b7.FOTO_1.193635.jpg,,LADO ACCIONAMIENTO,,,45.4,ENFRIAR,,,,,,,,,,,,,,,14/05/2025,531-26-2100,POLÍN MOTRIZ,531-26-2100 POLÍN MOTRIZ,R004,,
2d47f7e2,COMP00498,,5_3 INCIDENCIA_POLINES_Images/2d47f7e2.FOTO_1.195648.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4 INCIDENCIAS_TERMOGRAFIAS&fileName=5_3 INCIDENCIA_POLINES_Images/2d47f7e2.FOTO_1.195648.jpg,https://www.appsheet.com/template/gettablefileurl?appName=TECBELT-849532544&tableName=5_4%20INCIDENCIAS_TERMOGRAFIAS&fileName=5_3%20INCIDENCIA_POLINES_Images/2d47f7e2.FOTO_1.195648.jpg,,LADO ACCIONAMIENTO,BAJO,,21.5,NORMAL,,,,,,,,,,,,,,,14/05/2025,531-26-2101,POLÍN COLA,531-26-2101 POLÍN COLA,R004,NORMAL,
